"LKNTS_NM","DGNSS_ENGN_NM","OCCRRNC_LVSTCKCNT","LVSTCKSPC_NM","OCCRRNC_DE","FARM_LOCPLC"
"브루셀라병","충남 공주지소",4,"소-한우",2009-01-16,"세종특별자치시  전동면 청람리"
"결핵병","충남 가축위생연구소",4,"소-한우",2009-01-19,"충청남도 보령시 천북면 사호리"
"브루셀라병","충남 아산지소",1,"소-한우",2009-01-19,"충청남도 아산시 탕정면 용두리"
"브루셀라병","경북 동부지소",1,"소-한우",2008-03-11,"경상북도 경주시 내남면 용장리"
"브루셀라병","경북 동부지소",12,"소-한우",2008-03-11,"경상북도 경주시 안강읍 육통리"
"브루셀라병","경북 동부지소",1,"소-한우",2008-03-11,"경상북도 경주시 율동"
"브루셀라병","경북 동부지소",14,"소-한우",2008-03-11,"경상북도 경주시 천북면 덕산리"
"브루셀라병","경북 동부지소",1,"소-한우",2008-03-11,"경상북도 경주시 천북면 덕산리"
"결핵병","정읍지소",12,"소-젖소",2008-03-10,"전라북도 정읍시 덕천면 신월리"
"결핵병","정읍지소",2,"소-젖소",2008-03-10,"전라북도 정읍시 덕천면 신월리"
"브루셀라병","경남 중부지소",2,"소-한우",2008-03-10,"경상남도 김해시 진례면 송정리"
"돼지생식기호흡기증후군","경남 중부지소",15,"돼지-종돈",2008-03-05,"경상남도 양산시 원동면 서룡리"
"브루셀라병","충남 가축위생연구소",2,"소-한우",2008-03-10,"충청남도 홍성군 은하면 덕실리"
"브루셀라병","충남 가축위생연구소",5,"소-한우",2008-03-10,"충청남도 청양군 정산면 서정리"
"브루셀라병","충남 가축위생연구소",1,"소-한우",2008-03-10,"충청남도 청양군 대치면 형산리"
"브루셀라병","경남 중부지소",1,"소-한우",2008-05-06,"경상남도 양산시 동면 사송리"
"브루셀라병","충남 부여지소",1,"소-한우",2008-04-28,"충청남도 부여군 은산면 회곡리"
"뉴캣슬병","질병진단센터",1000,"닭-육계",2008-05-05,"전라북도 익산시 성당면 와초리"
"돼지생식기호흡기증후군","질병진단센터",200,"돼지-육성돈",2008-05-06,"경상남도 김해시 상동면 대감리"
"브루셀라병","경남 남부지소",1,"소-한우",2008-05-01,"경상남도 고성군 하이면 석지리"
"브루셀라병","경북 서부지소",1,"소-한우",2008-05-06,"경상북도 예천군 용문면 두천리"
"브루셀라병","경북 서부지소",1,"소-한우",2008-05-06,"경상북도 상주시 청리면 원장리"
"브루셀라병","전남 축산기술연구소",11,"소-젖소",2008-05-04,"전라남도 나주시 세지면 죽동리"
"결핵병","전남 동부지소",2,"소-한우",2008-05-03,"전라남도 보성군 득량면 예당리"
"브루셀라병","울산 보건환경연구원",2,"소-한우",2008-05-06,"울산광역시 울주군 언양읍 반천리"
"브루셀라병","울산 보건환경연구원",3,"소-한우",2008-05-06,"울산광역시 울주군 두서면 서하리"
"브루셀라병","울산 보건환경연구원",1,"소-한우",2008-05-06,"울산광역시 울주군 삼남면 교동리"
"브루셀라병","울산 보건환경연구원",3,"소-한우",2008-05-06,"울산광역시 울주군 상북면 산전리"
"브루셀라병","울산 보건환경연구원",1,"소-한우",2008-05-06,"울산광역시 울주군 상북면 궁근정리"
"브루셀라병","충북 남부지소",1,"소-한우",2008-05-02,"충청북도 보은군 회인면 부수리"
"브루셀라병","충남 부여지소",1,"소-한우",2008-05-07,"충청남도 논산시 부적면 탑정리"
"브루셀라병","남원지소",1,"소-한우",2008-05-07,"전라북도 임실군 신평면 가덕리"
"뉴캣슬병","질병진단센터",3000,"닭-육계",2008-05-07,"충청북도 옥천군 동이면 평산리"
"브루셀라병","충남 당진지소",1,"소-한우",2008-05-06,"충청남도 예산군 신암면 용궁리"
"브루셀라병","충남 당진지소",19,"소-한우",2008-05-07,"충청남도 예산군 신양면 신양리"
"브루셀라병","축산진흥연구소",3,"소-한우",2008-05-06,"전라북도 김제시 백산면 부거리"
"브루셀라병","경북 가축위생시험소",1,"소-한우",2008-05-07,"경상북도 성주군 선남면 동암리"
"브루셀라병","축산진흥연구소",10,"소-한우",2008-05-06,"전라북도 김제시 봉남면 평사리"
"브루셀라병","경북 가축위생시험소",1,"소-한우",2008-05-07,"경상북도 고령군 고령읍 고아리"
"브루셀라병","충남 아산지소",7,"소-한우",2008-05-07,"충청남도 아산시 탕정면 용두리"
"브루셀라병","경남 축산진흥연구소",7,"소-한우",2008-05-08,"경상남도 함안군 가야읍 도항리"
"브루셀라병","경북 동부지소",2,"소-젖소",2008-05-02,"경상북도 포항시 북구 기계면 현내리"
"브루셀라병","경북 동부지소",1,"소-한우",2008-05-02,"경상북도 포항시 북구 기계면 내단리"
"결핵병","경북 동부지소",1,"소-젖소",2008-06-13,"경상북도 포항시 북구 기계면 봉계리"
"결핵병","경북 동부지소",1,"소-젖소",2008-06-16,"경상북도 경주시 석장동"
"결핵병","경북 동부지소",20,"소-젖소",2008-06-18,"경상북도 경주시 안강읍 강교리"
"브루셀라병","대전 보건환경연구원",1,"소-한우",2008-06-16,"대전광역시 서구 용촌동"
"브루셀라병","경북 가축위생시험소",2,"소-한우",2008-06-23,"경상북도 칠곡군 북삼읍 어로리"
"결핵병","경남 축산진흥연구소",20,"소-젖소",2008-06-20,"경상남도 산청군 단성면 방목리"
"결핵병","충북 북부지소",9,"소-한우",2008-06-20,"충청북도 음성군 금왕읍 육령리"
"브루셀라병","전남 동부지소",14,"소-한우",2008-06-13,"전라남도 곡성군 곡성읍 대평리"
"결핵병","경기도북부축산위생연구소",37,"소-젖소",2008-06-21,"경기도 연천군 신서면 도신리"
"브루셀라병","전남 축산기술연구소",2,"소-한우",2008-06-20,"전라남도 영광군 법성면 덕흥리"
"브루셀라병","경북 가축위생시험소",3,"소-육우",2008-06-24,"경상북도 경산시 용성면 내촌리"
"브루셀라병","경북 북부지소",1,"소-한우",2008-06-23,"경상북도 영주시 조암동"
"브루셀라병","충남 당진지소",23,"소-젖소",2008-06-23,"충청남도 당진군 합덕읍 도곡리"
"브루셀라병","충남 당진지소",2,"소-한우",2008-06-24,"충청남도 당진군 고대면 용두리"
"브루셀라병","남원지소",1,"소-한우",2008-06-24,"전라북도 남원시 보절면 서치리"
"브루셀라병","대구 보건환경연구원",11,"소-젖소",2008-06-23,"대구광역시 달성군 유가면 가태리"
"결핵병","경기 남부지소",1,"소-젖소",2008-06-23,"경기도 안성시 보개면 이전리"
"브루셀라병","경남 중부지소",1,"소-한우",2008-06-19,"경상남도 김해시 생림면 봉림리"
"브루셀라병","충북 남부지소",8,"소-한우",2010-03-02,"충청북도 옥천군 청산면"
"브루셀라병","충남 아산지소",1,"소-한우",2010-03-08,"충청남도 천안시 병천면 관성리"
"브루셀라병","대구 보건환경연구원",8,"소-한우",2010-03-03,"대구광역시 달성군 구지면 창리"
"브루셀라병","대구 보건환경연구원",3,"소-젖소",2010-03-03,"대구광역시 동구 율하동"
"가금티프스","충남 가축위생연구소",5000,"닭-육계",2010-03-04,"충청남도 홍성군 홍북면 중계리"
"결핵병","대구 보건환경연구원",28,"소-젖소",2010-03-08,"대구광역시 달성군 가창면 냉천리"
"브루셀라병","대구 보건환경연구원",3,"소-한우",2010-03-08,"대구광역시 달성군 유가면 음리"
"브루셀라병","경북 서부지소",3,"소-한우",2010-03-02,"경상북도 문경시 농암면 종곡리"
"브루셀라병","경북 동부지소",1,"소-한우",2010-03-04,"경상북도 경주시 안강읍 검단리"
"브루셀라병","경북 동부지소",3,"소-한우",2010-03-08,"경상북도 포항시 북구 기계면 내단리"
"브루셀라병","경북 가축위생시험소",2,"소-한우",2010-03-05,"경상북도 경산시 압량면 압량리"
"브루셀라병","경북 가축위생시험소",35,"소-한우",2010-03-08,"경상북도 경산시 자인면 북사리"
"결핵병","경기도축산위생연구소",12,"사슴-엘크",2010-03-04,"경기도 안성시 보개면 적가리"
"브루셀라병","충북 축산위생연구소",1,"소-한우",2010-01-11,"충청북도 청원군 강외면 동평리"
"브루셀라병","충북 축산위생연구소",3,"소-한우",2010-01-19,"충청북도 청주시 청원구 북이면 현암리"
"결핵병","광주 보건환경연구원",1,"소-한우",2010-05-06,"전라북도 남원시 산동면 부절리"
"브루셀라병","전남 축산기술연구소",10,"소-젖소",2010-05-02,"전라남도 담양군 용면 추성리"
"결핵병","경남 북부지소",1,"소-한우",2010-05-06,"경상남도 창녕군 계성면 광계리"
"결핵병","경기도축산위생연구소",8,"사슴-엘크",2010-03-18,"경기도 화성시 향남면 증거리"
"결핵병","경기도축산위생연구소",1,"소-젖소",2010-04-08,"경기도 화성시 송림동"
"돼지생식기호흡기증후군","제주 동물위생시험소",4,"돼지-육성돈",2010-04-30,"제주특별자치도 서귀포시 대포동"
"브루셀라병","경남 북부지소",12,"소-젖소",2010-05-12,"경상남도 의령군 지정면 오천리"
"브루셀라병","경남 북부지소",4,"소-한우",2010-05-13,"경상남도 창녕군 창녕읍 하리"
"브루셀라병","경남 북부지소",29,"소-한우",2010-05-13,"경상남도 창녕군 영산면 신제리"
"브루셀라병","울산 보건환경연구원",2,"소-한우",2010-05-10,"울산광역시 울주군 두서면 전읍리"
"돼지생식기호흡기증후군","제주 동물위생시험소",2,"돼지-자돈",2010-05-13,"제주특별자치도 제주시 한림읍 금악리"
"결핵병","충북 축산위생연구소",5,"사슴-엘크",2010-05-13,"충청북도 청주시 서원구 현도면 상삼리"
"브루셀라병","익산지소",6,"소-한우",2010-04-12,"전라북도 익산시 망성면 장선리"
"브루셀라병","익산지소",23,"소-한우",2010-04-16,"전라북도 익산시 망성면 장선리"
"결핵병","남원지소",9,"소-한우",2010-05-13,"전라북도 남원시 대강면 방동리"
"브루셀라병","경북 동부지소",2,"소-젖소",2010-05-12,"경상북도 포항시 북구 신광면 사정리"
"브루셀라병","충남 아산지소",1,"소-한우",2010-05-17,"충청남도 아산시 도고면 도산리"
"브루셀라병","남원지소",16,"소-한우",2010-05-14,"전라북도 남원시 산동면 부절리"
"브루셀라병","경남 중부지소",7,"소-한우",2010-05-13,"경상남도 김해시 한림면 신천리"
"브루셀라병","경남 중부지소",1,"소-한우",2010-05-13,"경상남도 김해시 한림면 신천리"
"브루셀라병","충남 공주지소",13,"소-한우",2010-05-17,"충청남도 공주시 의당면 유계리"
"결핵병","경기북부 북부지소",4,"소-젖소",2010-05-17,"경기도 포천시 영북면 야미리"
"브루셀라병","경북 동부지소",1,"소-젖소",2010-05-17,"경상북도 경주시 안강읍 사방리"
"브루셀라병","경북 동부지소",1,"소-한우",2010-05-17,"경상북도 포항시 남구 대보면 강사리"
"브루셀라병","경북 동부지소",1,"소-한우",2010-05-17,"경상북도 경주시 안강읍 육통리"
"브루셀라병","경북 동부지소",2,"소-한우",2010-05-17,"경상북도 경주시 안강읍 옥산리"
"브루셀라병","경기도북부축산위생연구소",6,"소-젖소",2010-05-17,"경기도 양주시 남면 매곡리"
"돼지생식기호흡기증후군","전남 동부지소",5,"돼지-자돈",2010-05-11,"전라남도 여수시 율촌면 신풍리"
"브루셀라병","대구 보건환경연구원",1,"소-한우",2010-07-26,"대구광역시 달성군 구지면 도동리"
"브루셀라병","울산 보건환경연구원",7,"소-한우",2010-07-27,"울산광역시 울주군 삼동면 하잠리"
"브루셀라병","전남 남부지소",3,"소-젖소",2010-07-26,"전라남도 영암군 신북면 행정리"
"브루셀라병","충북 남부지소",10,"소-한우",2010-07-26,"충청북도 보은군 삼승면 원남리"
"결핵병","경기도북부축산위생연구소",4,"사슴-엘크",2010-07-22,"경기도 고양시 덕양구 신원동"
"브루셀라병","광주 보건환경연구원",3,"소-한우",2010-07-23,"광주광역시 광산구 신룡동"
"브루셀라병","경남 북부지소",1,"소-한우",2010-07-26,"경상남도 창녕군 창녕읍 퇴천리"
"브루셀라병","전남 축산기술연구소",7,"소-한우",2010-07-28,"전라남도 무안군 일로읍 의산리"
"브루셀라병","대전 보건환경연구원",1,"소-한우",2010-07-26,"대전광역시 중구 목달동"
"결핵병","서울 보건환경연구원",3,"소-젖소",2010-07-23,"서울특별시 서초구 신원동"
"브루셀라병","정읍지소",6,"소-한우",2010-07-26,"전라북도 정읍시 산외면 정량리"
"브루셀라병","경남 중부지소",1,"소-한우",2010-07-23,"경상남도 김해시 진영읍 설창리"
"브루셀라병","경남 중부지소",7,"소-한우",2010-07-26,"경상남도 김해시 한림면 명동리"
"결핵병","질병진단센터",1,"소-한우",2010-08-04,"경상북도 영천시 금호읍 오계리"
"결핵병","경북 동부지소",14,"소-젖소",2009-01-16,"경상북도 경주시 안강읍 강교리"
"브루셀라병","경북 동부지소",2,"소-한우",2009-01-21,"경상북도 경주시 안강읍 검단리"
"브루셀라병","전남 남부지소",4,"소-한우",2009-01-19,"전라남도 영암군 도포면 구학리"
"브루셀라병","전남 남부지소",3,"소-한우",2009-01-19,"전라남도 영암군 도포면 구학리"
"결핵병","경기 남부지소",1,"소-젖소",2009-01-16,"경기도 평택시 현덕면 황산리"
"브루셀라병","경북 가축위생시험소",1,"소-젖소",2009-01-23,"경상북도 성주군 용암면 용정리"
"브루셀라병","경북 북부지소",10,"소-한우",2009-01-23,"경상북도 의성군 금성면 탑리리"
"브루셀라병","충남 당진지소",15,"소-젖소",2009-01-22,"충청남도 예산군 신양면 만사리"
"브루셀라병","경북 가축위생시험소",3,"소-한우",2009-01-28,"경상북도 구미시 산동면 동곡리"
"브루셀라병","강원 동부지소",2,"소-한우",2009-01-26,"강원도 강릉시 연곡면 영진리"
"돼지생식기호흡기증후군","축산진흥연구소",10,"돼지-기타",2009-01-28,"전라북도 순창군 인계면 도룡리"
"브루셀라병","충남 당진지소",5,"소-한우",2009-01-28,"충청남도 당진군 합덕읍 대합덕리"
"브루셀라병","축산진흥연구소",1,"소-한우",2009-01-22,"전라북도 김제시 용지면 용암리"
"브루셀라병","축산진흥연구소",1,"소-젖소",2009-01-22,"전라북도 완주군 이서면 용서리"
"브루셀라병","축산진흥연구소",1,"소-한우",2009-01-22,"전라북도 김제시 명덕동"
"브루셀라병","축산진흥연구소",3,"소-한우",2009-01-23,"전라북도 김제시 진봉면 정당리"
"브루셀라병","축산진흥연구소",1,"소-한우",2009-01-28,"전라북도 김제시 청하면 대청리"
"브루셀라병","축산진흥연구소",1,"소-한우",2009-01-28,"전라북도 김제시 백산면 상정리"
"브루셀라병","전남 남부지소",2,"소-한우",2009-01-23,"전라남도 강진군 군동면 금강리"
"브루셀라병","충남 공주지소",3,"소-한우",2009-01-28,"충청남도 공주시 우성면 안양리"
"브루셀라병","충남 공주지소",3,"소-한우",2009-01-28,"충청남도 공주시 우성면 용봉리"
"브루셀라병","경남 북부지소",1,"소-한우",2009-01-28,"경상남도 의령군 낙서면 전화리"
"브루셀라병","경남 북부지소",2,"소-한우",2009-01-28,"경상남도 합천군 가야면 매화리"
"브루셀라병","경남 북부지소",16,"소-한우",2009-01-28,"경상남도 합천군 가야면 매안리"
"결핵병","경북 북부지소",2,"소-한우",2009-01-28,"경상북도 봉화군 춘양면 의양리"
"브루셀라병","정읍지소",1,"소-한우",2009-01-28,"전라북도 고창군 해리면 고성리"
"결핵병","축산진흥연구소",1,"소-한우",2008-12-12,"전라북도 김제시 금산면 쌍용리"
"브루셀라병","충남 가축위생연구소",14,"소-한우",2008-07-25,"충청남도 청양군 비봉면 강정리"
"브루셀라병","충남 가축위생연구소",7,"소-한우",2008-07-28,"충청남도 홍성군 광천읍 내죽리"
"브루셀라병","충남 가축위생연구소",1,"소-한우",2008-08-01,"충청남도 홍성군 갈산면 기산리"
"브루셀라병","충남 가축위생연구소",1,"소-한우",2008-08-01,"충청남도 홍성군 금마면 인산리"
"브루셀라병","충남 가축위생연구소",5,"소-한우",2008-08-01,"충청남도 보령시 천북면 사호리"
"브루셀라병","전남 축산기술연구소",4,"소-한우",2008-07-27,"전라남도 장성군 진원면 학림리"
"브루셀라병","전남 남부지소",1,"소-한우",2008-07-07,"전라남도 영암군 미암면 호포리"
"브루셀라병","경남 북부지소",1,"소-한우",2008-07-28,"경상남도 창녕군 대합면 등지리"
"브루셀라병","경남 북부지소",1,"소-한우",2008-07-31,"경상남도 창녕군 부곡면 거문리"
"브루셀라병","경남 축산진흥연구소",6,"소-한우",2008-08-02,"경상남도 함안군 함안면 강명리"
"브루셀라병","강원 남부지소",1,"소-한우",2008-08-02,"강원도 원주시 문막읍 비두리"
"브루셀라병","강원 남부지소",1,"소-한우",2008-08-03,"강원도 원주시 문막읍 동화리"
"브루셀라병","강원 남부지소",1,"소-한우",2008-08-03,"강원도 원주시 문막읍 동화리"
"브루셀라병","울산 보건환경연구원",1,"소-한우",2008-08-04,"울산광역시 북구 가대동"
"브루셀라병","울산 보건환경연구원",1,"소-한우",2008-08-04,"울산광역시 울주군 언양읍 반곡리"
"브루셀라병","울산 보건환경연구원",1,"소-한우",2008-08-04,"울산광역시 울주군 언양읍 반송리"
"브루셀라병","울산 보건환경연구원",1,"소-한우",2008-08-04,"울산광역시 울주군 언양읍 반송리"
"브루셀라병","울산 보건환경연구원",3,"소-한우",2008-08-04,"울산광역시 울주군 두서면 서하리"
"브루셀라병","울산 보건환경연구원",1,"소-한우",2008-08-04,"울산광역시 울주군 두서면 전읍리"
"브루셀라병","울산 보건환경연구원",1,"소-한우",2008-08-04,"울산광역시 울주군 두서면 차리"
"브루셀라병","울산 보건환경연구원",5,"소-한우",2008-08-04,"울산광역시 울주군 두서면 전읍리"
"브루셀라병","울산 보건환경연구원",1,"소-한우",2008-08-04,"울산광역시 울주군 두동면 월평리"
"브루셀라병","울산 보건환경연구원",1,"소-한우",2008-08-04,"울산광역시 울주군 삼남면 교동리"
"브루셀라병","울산 보건환경연구원",2,"소-한우",2008-08-04,"울산광역시 울주군 청량면 개곡리"
"브루셀라병","울산 보건환경연구원",1,"소-한우",2008-08-04,"울산광역시 울주군 언양읍 송대리"
"브루셀라병","인천 보건환경연구원",1,"소-한우",2008-08-01,"인천광역시 강화군 내가면 고천리"
"결핵병","경기북부 북부지소",1,"소",2008-07-25,"경기도 포천시 창수면 주원리"
"브루셀라병","경북 서부지소",2,"소-한우",2008-08-04,"경상북도 김천시 개령면 덕촌리"
"브루셀라병","강원 남부지소",1,"소-한우",2008-09-10,"강원도 횡성군 횡성읍 남산리"
"브루셀라병","경북 가축위생시험소",1,"소-한우",2008-09-11,"경상북도 성주군 용암면 용정리"
"브루셀라병","대구 보건환경연구원",1,"소-젖소",2009-01-19,"대구광역시 달성군 유가면 가태리"
"브루셀라병","전남 축산기술연구소",3,"소-한우",2009-01-11,"전라남도 영광군 법성면 덕흥리"
"브루셀라병","충남 공주지소",23,"소-한우",2009-01-21,"충청남도 공주시 우성면 안양리"
"브루셀라병","충남 공주지소",5,"소-한우",2009-01-21,"충청남도 공주시 우성면 안양리"
"브루셀라병","경북 가축위생시험소",1,"소-한우",2009-01-22,"경상북도 고령군 덕곡면 가륜리"
"브루셀라병","경남 중부지소",1,"소-한우",2009-01-19,"경상남도 김해시 진례면 담안리"
"브루셀라병","경남 중부지소",6,"소-한우",2009-01-21,"경상남도 김해시 한림면 명동리"
"브루셀라병","경남 중부지소",3,"소-한우",2009-01-22,"경상남도 김해시 생림면 봉림리"
"브루셀라병","경남 중부지소",1,"소-젖소",2008-08-25,"경상남도 김해시 한림면 퇴래리"
"브루셀라병","충남 공주지소",2,"소-한우",2008-08-27,"충청남도 공주시 우성면 보흥리"
"브루셀라병","익산지소",1,"소-한우",2008-08-25,"전라북도 익산시 낭산면 구평리"
"브루셀라병","광주 보건환경연구원",1,"소-한우",2008-08-25,"광주광역시 광산구 신룡동"
"브루셀라병","충남 당진지소",1,"소-한우",2008-08-27,"충청남도 예산군 오가면 좌방리"
"브루셀라병","충남 당진지소",1,"소-한우",2008-08-27,"충청남도 예산군 오가면 양막리"
"브루셀라병","대구 보건환경연구원",12,"소-한우",2008-08-27,"대구광역시 북구 국우동"
"브루셀라병","대구 보건환경연구원",24,"소-한우",2008-08-27,"대구광역시 북구 국우동"
"브루셀라병","경북 동부지소",2,"소-한우",2008-08-14,"경상북도 경주시 천북면 갈곡리"
"브루셀라병","경북 동부지소",1,"소-한우",2008-08-14,"경상북도 경주시 안강읍 옥산리"
"브루셀라병","경북 동부지소",5,"소-한우",2008-08-14,"경상북도 경주시 강동면 안계리"
"결핵병","경북 동부지소",6,"소-젖소",2008-08-27,"경상북도 포항시 북구 기계면 봉계리"
"결핵병","경북 동부지소",9,"소-젖소",2008-08-27,"경상북도 경주시 안강읍 강교리"
"브루셀라병","경북 동부지소",3,"소-한우",2008-08-14,"경상북도 경주시 양북면 호암리"
"결핵병","충남 당진지소",2,"소-젖소",2008-08-28,"충청남도 예산군 고덕면 대천리"
"브루셀라병","충남 당진지소",1,"소-한우",2008-08-28,"충청남도 예산군 광시면 서초정리"
"브루셀라병","경북 북부지소",10,"소-한우",2008-08-27,"경상북도 의성군 금성면 탑리리"
"브루셀라병","경북 북부지소",2,"소-한우",2008-08-27,"경상북도 의성군 금성면 제오리"
"브루셀라병","경북 서부지소",1,"소-한우",2008-08-25,"경상북도 문경시 산북면 대하리"
"브루셀라병","경남 축산진흥연구소",1,"소-한우",2008-08-29,"경상남도 진주시 정촌면 화개리"
"브루셀라병","경북 가축위생시험소",1,"소-한우",2008-08-29,"경상북도 청도군 청도읍 송읍리"
"결핵병","정읍지소",1,"소-젖소",2008-08-21,"전라북도 고창군 상하면 자룡리"
"가금티프스","질병진단센터",150,"닭-산란계",2008-08-26,"충청남도 천안시 풍세면 남관리"
"브루셀라병","경남 북부지소",2,"소-한우",2008-08-28,"경상남도 창녕군 대합면 목단리"
"브루셀라병","경남 북부지소",1,"소-한우",2008-08-25,"경상남도 창녕군 도천면 도천리"
"브루셀라병","경남 북부지소",1,"소-한우",2008-08-25,"경상남도 창녕군 도천면 도천리"
"브루셀라병","경남 북부지소",1,"소-한우",2008-08-25,"경상남도 창녕군 도천면 도천리"
"브루셀라병","경남 북부지소",1,"소-한우",2008-08-25,"경상남도 창녕군 영산면 구계리"
"브루셀라병","장수지소",2,"소-한우",2008-10-14,"전라북도 진안군 백운면 동창리"
"브루셀라병","경북 가축위생시험소",2,"소-한우",2008-10-15,"경상북도 청도군 운문면 지촌리"
"브루셀라병","강원 남부지소",1,"소-한우",2008-10-15,"강원도 원주시 판부면 서곡리"
"결핵병","강원 가축위생시험소",1,"소-젖소",2008-10-10,"강원도 철원군 갈말읍 군탄리"
"브루셀라병","경남 북부지소",1,"소-한우",2008-10-14,"경상남도 거창군 거창읍 장팔리"
"브루셀라병","경남 북부지소",8,"소-한우",2008-10-13,"경상남도 합천군 가야면 죽전리"
"브루셀라병","경북 가축위생시험소",1,"소-한우",2008-10-16,"경상북도 성주군 벽진면 용암리"
"브루셀라병","충북 북부지소",1,"소-한우",2008-10-07,"충청북도 충주시 수안보면 온천리"
"브루셀라병","충북 북부지소",1,"소-한우",2008-10-07,"충청북도 충주시 달천동"
"브루셀라병","경남 축산진흥연구소",9,"소-한우",2008-10-15,"경상남도 함안군 법수면 윤내리"
"브루셀라병","경남 축산진흥연구소",5,"소-한우",2008-10-15,"경상남도 함안군 법수면 윤내리"
"브루셀라병","경남 축산진흥연구소",1,"소-한우",2008-10-15,"경상남도 산청군 삼장면 덕교리"
"브루셀라병","충북 북부지소",1,"소-한우",2008-10-14,"충청북도 충주시 신니면 용원리"
"브루셀라병","충북 북부지소",1,"소-한우",2008-10-15,"충청북도 충주시 수안보면 온천리"
"브루셀라병","경남 중부지소",4,"소-한우",2008-10-12,"경상남도 창원시 동읍 금산리"
"브루셀라병","경남 중부지소",3,"소-한우",2008-10-12,"경상남도 창원시 의창구 대산면 일동리"
"브루셀라병","정읍지소",2,"소-한우",2008-10-02,"전라북도 고창군 대산면 산정리"
"브루셀라병","정읍지소",2,"소-한우",2008-10-06,"전라북도 정읍시 태인면 고천리"
"브루셀라병","정읍지소",1,"소-한우",2008-10-06,"전라북도 고창군 성내면 양계리"
"브루셀라병","정읍지소",2,"소-한우",2008-10-10,"전라북도 고창군 흥덕면 동사리"
"브루셀라병","정읍지소",1,"소-한우",2008-10-13,"전라북도 정읍시 교암동"
"브루셀라병","대구 보건환경연구원",7,"소-젖소",2008-10-06,"대구광역시 달성군 구지면 창리"
"브루셀라병","경남 중부지소",1,"소-한우",2008-06-20,"경상남도 밀양시 초동면 금포리"
"브루셀라병","경남 중부지소",1,"소-한우",2008-06-20,"경상남도 김해시 한림면 퇴래리"
"브루셀라병","경기북부 북부지소",2,"소-한우",2008-06-23,"경기도 남양주시 와부읍 덕소리"
"브루셀라병","경기북부 북부지소",2,"소-젖소",2008-06-23,"경기도 포천시 창수면 주원리"
"브루셀라병","경기북부 북부지소",3,"소-젖소",2008-06-23,"경기도 포천시 일동면 화대리"
"브루셀라병","경북 서부지소",2,"소-한우",2008-06-23,"경상북도 김천시 증산면 황항리"
"브루셀라병","경북 서부지소",2,"소-한우",2008-06-23,"경상북도 상주시 공검면 부곡리"
"결핵병","경기북부 북부지소",6,"소-한우",2008-06-12,"경기도 남양주시 삼패동"
"브루셀라병","경기도축산위생연구소",4,"소-육우",2008-06-20,"경기도 화성시 향남읍 도이리"
"브루셀라병","울산 보건환경연구원",1,"소-한우",2008-06-10,"울산광역시 울주군 상북면 길천리"
"브루셀라병","장수지소",8,"소-한우",2008-01-10,"전라북도 진안군 진안읍 정곡리"
"결핵병","충남 당진지소",25,"소-젖소",2008-01-10,"충청남도 당진군 합덕읍 도곡리"
"브루셀라병","경남 중부지소",3,"소-한우",2008-01-09,"경상남도 밀양시 무안면 연상리"
"브루셀라병","경남 중부지소",1,"소-한우",2008-01-09,"경상남도 김해시 한림면 명동리"
"브루셀라병","경남 중부지소",1,"소-한우",2008-01-09,"경상남도 김해시 한림면 장방리"
"브루셀라병","경남 중부지소",1,"소-한우",2008-01-09,"경상남도 김해시 진례면 산본리"
"브루셀라병","경북 북부지소",3,"소-한우",2008-01-10,"경상북도 봉화군 물야면 오록리"
"브루셀라병","경북 동부지소",5,"소-젖소",2008-01-11,"경상북도 포항시 북구 흥해읍 학천리"
"브루셀라병","경북 동부지소",1,"소-한우",2008-01-11,"경상북도 경주시 현곡면 라원리"
"브루셀라병","경북 동부지소",5,"소-한우",2008-01-11,"경상북도 경주시 외동읍 연안리"
"브루셀라병","경북 동부지소",4,"소-한우",2008-01-11,"경상북도 경주시 내남면 덕천리"
"브루셀라병","전남 동부지소",1,"소-한우",2008-01-07,"전라남도 곡성군 곡성읍 학정리"
"브루셀라병","충남 가축위생연구소",1,"소-한우",2008-01-10,"충청남도 홍성군 갈산면 신안리"
"브루셀라병","충남 가축위생연구소",1,"소-한우",2008-01-10,"충청남도 청양군 장평면 죽림리"
"돼지열병","익산지소",2,"돼지-육성돈",2008-01-10,"전라북도 익산시 왕궁면 구덕리"
"브루셀라병","대전 보건환경연구원",2,"소-한우",2008-01-09,"대전광역시 서구 산직동"
"브루셀라병","경북 가축위생시험소",4,"소-한우",2008-01-11,"경상북도 구미시 산동면 동곡리"
"브루셀라병","경북 가축위생시험소",5,"소-한우",2008-01-11,"경상북도 칠곡군 가산면 심곡리"
"결핵병","경기 남부지소",1,"소",2008-01-10,"경기도 안성시 금광면 현곡리"
"브루셀라병","전남 동부지소",1,"소-한우",2007-12-14,"전라남도 고흥군 남양면 장담리"
"브루셀라병","경북 서부지소",1,"소-한우",2008-01-14,"경상북도 상주시 청리면 원장리"
"브루셀라병","정읍지소",1,"소-한우",2008-01-11,"전라북도 고창군 해리면 하련리"
"브루셀라병","경남 북부지소",3,"소-한우",2008-01-11,"경상남도 합천군 적중면 죽고리"
"돼지생식기호흡기증후군","제주 동물위생시험소",1,NA,2008-01-14,"제주특별자치도 제주시 구좌읍 세화리"
"브루셀라병","충북 남부지소",3,"소-한우",2008-01-15,"충청북도 옥천군 옥천읍"
